1
1	86	85     1     	835     1

1
2	59      53     1  	335     1

1
3	65      60     1   	335     1

1
4	84      83     1  	835     1

4
5	39      30     1   	400     2
5	40      30     1  	400     2
5	39      31     1    	400     2
5	40      31     1  	400     2

2
6	102    104     1       1000     2
6	102    105     1       1000     2

4
7	23     109     1       1000     2
7	24     109     1       1000     2
7	23     110     1       1000     2
7	24     110     1       1000     2

53					
1	56	39	1	335	1
2	62	39	1	335	1
3	52	41	1	335	1
4	59	41	1	335	1
5	65	41	1	335	1
6	70	41	1	335	1
7	73	41	1	335	1
8	49	43	1	335	1
9	55	43	1	335	1
10	65	43	1	335	1
11	62	44	1	335	1
12	68	44	1	335	1
13	52	47	1	335	1
14	59	47	1	335	1
15	65	47	1	335	1
16	59	48	1	335	1
17	55	48	1	335	1
18	57	49	1	335	1
19	49	50	1	335	1
20	53	50	1	335	1
21	62	50	1	335	1
22	68	50	1	335	1
23	52	53	1	335	1
24	62	53	1	335	1
25	65	53	1	335	1
26	68	53	1	335	1
27	70	53	1	335	1
28	73	53	1	335	1
29	56	55	1	335	1
30	49	56	1	335	1
31	62	56	1	335	1
32	65	56	1	335	1
33	68	56	1	335	1
34	70	56	1	335	1
35	73	56	1	335	1
36	54	57	1	335	1
37	71	57	1	335	1
38	62	59	1	335	1
39	68	59	1	335	1
40	52	60	1	335	1
41	59	60	1	335	1
42	70	60	1	335	1
43	73	60	1	335	1
44	68	62	1	335	1
45	49	63	1	335	1
46	55	63	1	335	1
47	62	63	1	335	1
48	71	64	1	335	1
49	68	65	1	335	1
50	59	67	1	335	1
51	65	67	1	335	1
52	70	67	1	335	1
53	73	67	1	335	1

53					
1	56	39	1	335	1
2	62	39	1	335	1
3	52	41	1	335	1
4	59	41	1	335	1
5	65	41	1	335	1
6	70	41	1	335	1
7	73	41	1	335	1
8	49	43	1	335	1
9	55	43	1	335	1
10	65	43	1	335	1
11	62	44	1	335	1
12	68	44	1	335	1
13	52	47	1	335	1
14	59	47	1	335	1
15	65	47	1	335	1
16	59	48	1	335	1
17	55	48	1	335	1
18	57	49	1	335	1
19	49	50	1	335	1
20	53	50	1	335	1
21	62	50	1	335	1
22	68	50	1	335	1
23	52	53	1	335	1
24	62	53	1	335	1
25	65	53	1	335	1
26	68	53	1	335	1
27	70	53	1	335	1
28	73	53	1	335	1
29	56	55	1	335	1
30	49	56	1	335	1
31	62	56	1	335	1
32	65	56	1	335	1
33	68	56	1	335	1
34	70	56	1	335	1
35	73	56	1	335	1
36	54	57	1	335	1
37	71	57	1	335	1
38	62	59	1	335	1
39	68	59	1	335	1
40	52	60	1	335	1
41	59	60	1	335	1
42	70	60	1	335	1
43	73	60	1	335	1
44	68	62	1	335	1
45	49	63	1	335	1
46	55	63	1	335	1
47	62	63	1	335	1
48	71	64	1	335	1
49	68	65	1	335	1
50	59	67	1	335	1
51	65	67	1	335	1
52	70	67	1	335	1
53	73	67	1	335	1

32					
1	65	82	1	335	1
2	70	82	1	835	1
3	74	82	1	835	1
4	79	82	1	835	1
5	84	82	1	835	1
6	62	83	1	335	1
7	72	83	1	835	1
8	76	83	1	835	1
9	65	85	1	835	1
10	70	85	1	835	1
11	74	85	1	835	1
12	79	85	1	835	1
13	68	86	1	835	1
14	72	86	1	835	1
15	76	86	1	835	1
16	82	86	1	835	1
17	73	87	1	835	1
18	65	88	1	835	1
19	70	88	1	835	1
20	74	88	1	835	1
21	79	88	1	835	1
22	85	88	1	835	1
23	68	89	1	835	1
24	72	89	1	835	1
25	76	89	1	835	1
26	82	89	1	835	1
27	65	90	1	835	1
28	70	90	1	835	1
29	74	90	1	835	1
30	79	90	1	835	1
31	85	90	1	835	1
32	62	91	1	835	1
					
32					
1	89	82	1	835	1
2	91	82	1	835	1
3	93	82	1	835	1
4	95	82	1	835	1
5	97	82	1	835	1
6	90	83	1	835	1
7	92	83	1	835	1
8	94	83	1	835	1
9	96	83	1	835	1
10	89	85	1	835	1
11	91	85	1	835	1
12	93	85	1	835	1
13	95	85	1	835	1
14	97	85	1	835	1
15	90	86	1	835	1
16	92	86	1	835	1
17	94	86	1	835	1
18	96	86	1	835	1
19	89	88	1	835	1
20	91	88	1	835	1
21	93	88	1	835	1
22	95	88	1	835	1
23	97	88	1	835	1
24	90	89	1	835	1
25	92	89	1	835	1
26	94	89	1	835	1
27	96	89	1	835	1
28	89	90	1	835	1
29	91	90	1	835	1
30	93	90	1	835	1
31	95	90	1	835	1
32	97	90	1	835	1

32					
1	31	97	1	400	2
2	33	97	1	400	2
3	35	97	1	400	2
4	37	97	1	400	2
5	39	97	1	400	2
6	41	97	1	400	2
7	32	98	1	400	2
8	34	98	1	400	2
9	36	98	1	400	2
10	38	98	1	400	2
11	40	98	1	400	2
12	31	99	1	400	2
13	33	99	1	400	2
14	35	99	1	400	2
15	37	99	1	400	2
16	39	99	1	400	2
17	41	99	1	400	2
18	32	100	1	400	2
19	34	100	1	400	2
20	36	100	1	400	2
21	38	100	1	400	2
22	40	100	1	400	2
23	31	101	1	400	2
24	33	101	1	400	2
25	35	101	1	400	2
26	37	101	1	400	2
27	39	101	1	400	2
28	41	101	1	400	2
29	32	102	1	400	2
30	34	102	1	400	2
31	37	102	1	400	2
32	40	102	1	400	2
					
32					
1	103	84	1	1000	2
2	105	84	1	1000	2
3	107	84	1	1000	2
4	104	85	1	1000	2
5	106	85	1	1000	2
6	108	85	1	1000	2
7	103	86	1	1000	2
8	105	86	1	1000	2
9	107	86	1	1000	2
10	104	87	1	1000	2
11	106	87	1	1000	2
12	108	87	1	1000	2
13	103	88	1	1000	2
14	105	88	1	1000	2
15	107	88	1	1000	2
16	104	89	1	1000	2
17	106	89	1	1000	2
18	108	89	1	1000	2
19	103	90	1	1000	2
20	105	90	1	1000	2
21	107	90	1	1000	2
22	104	91	1	1000	2
23	106	91	1	1000	2
24	108	91	1	1000	2
25	103	92	1	1000	2
26	105	92	1	1000	2
27	107	92	1	1000	2
28	104	93	1	1000	2
29	106	93	1	1000	2
30	108	93	1	1000	2
31	103	94	1	1000	2
32	106	94	1	1000	2
				
32					
1	93	106	1	1000	2
2	95	106	1	1000	2
3	97	106	1	1000	2
4	99	106	1	1000	2
5	94	107	1	1000	2
6	96	107	1	1000	2
7	98	107	1	1000	2
8	100	107	1	1000	2
9	93	108	1	1000	2
10	95	108	1	1000	2
11	97	108	1	1000	2
12	99	108	1	1000	2
13	94	109	1	1000	2
14	96	109	1	1000	2
15	98	109	1	1000	2
16	100	109	1	1000	2
17	93	110	1	1000	2
18	95	110	1	1000	2
19	97	110	1	1000	2
20	99	110	1	1000	2
21	94	111	1	1000	2
22	96	111	1	1000	2
23	98	111	1	1000	2
24	100	111	1	1000	2
25	93	112	1	1000	2
26	95	112	1	1000	2
27	97	112	1	1000	2
28	99	112	1	1000	2
29	94	113	1	1000	2
30	96	113	1	1000	2
31	98	113	1	1000	2
32	100	113	1	1000	2
