1
1	44	43     1     	900     1

1
2	30      27     1  	360     1

1
3	33      30     1   	360     1

1
4	43      42     1  	900     1

1
5	20      15     1   	400     2

1
6	52      52     1  	1000     2

1
7	12      55     1 	1000     2

53					
1	29	20	1	360	1
2	32	20	1	360	1
3	27	21	1	360	1
4	30	21	1	360	1
5	33	21	1	360	1
6	36	21	1	360	1
7	37	21	1	360	1
8	25	22	1	360	1
9	28	22	1	360	1
10	33	22	1	360	1
11	32	22	1	360	1
12	35	22	1	360	1
13	27	24	1	360	1
14	30	24	1	360	1
15	33	24	1	360	1
16	30	24	1	360	1
17	28	24	1	360	1
18	29	25	1	360	1
19	25	25	1	360	1
20	27	25	1	360	1
21	32	25	1	360	1
22	35	25	1	360	1
23	27	27	1	360	1
24	32	27	1	360	1
25	33	27	1	360	1
26	35	27	1	360	1
27	36	27	1	360	1
28	37	27	1	360	1
29	29	28	1	360	1
30	25	28	1	360	1
31	32	28	1	360	1
32	33	28	1	360	1
33	35	28	1	360	1
34	36	28	1	360	1
35	37	28	1	360	1
36	28	29	1	360	1
37	36	29	1	360	1
38	32	30	1	360	1
39	35	30	1	360	1
40	27	30	1	360	1
41	30	30	1	360	1
42	36	30	1	360	1
43	37	30	1	360	1
44	35	31	1	360	1
45	25	32	1	360	1
46	28	32	1	360	1
47	32	32	1	360	1
48	36	32	1	360	1
49	35	33	1	360	1
50	30	34	1	360	1
51	33	34	1	360	1
52	36	34	1	360	1
53	37	34	1	360	1


				
53					
1	29	20	1	360	1
2	32	20	1	360	1
3	27	21	1	360	1
4	30	21	1	360	1
5	33	21	1	360	1
6	36	21	1	360	1
7	37	21	1	360	1
8	25	22	1	360	1
9	28	22	1	360	1
10	33	22	1	360	1
11	32	22	1	360	1
12	35	22	1	360	1
13	27	24	1	360	1
14	30	24	1	360	1
15	33	24	1	360	1
16	30	24	1	360	1
17	28	24	1	360	1
18	29	25	1	360	1
19	25	25	1	360	1
20	27	25	1	360	1
21	32	25	1	360	1
22	35	25	1	360	1
23	27	27	1	360	1
24	32	27	1	360	1
25	33	27	1	360	1
26	35	27	1	360	1
27	36	27	1	360	1
28	37	27	1	360	1
29	29	28	1	360	1
30	25	28	1	360	1
31	32	28	1	360	1
32	33	28	1	360	1
33	35	28	1	360	1
34	36	28	1	360	1
35	37	28	1	360	1
36	28	29	1	360	1
37	36	29	1	360	1
38	32	30	1	360	1
39	35	30	1	360	1
40	27	30	1	360	1
41	30	30	1	360	1
42	36	30	1	360	1
43	37	30	1	360	1
44	35	31	1	360	1
45	25	32	1	360	1
46	28	32	1	360	1
47	32	32	1	360	1
48	36	32	1	360	1
49	35	33	1	360	1
50	30	34	1	360	1
51	33	34	1	360	1
52	36	34	1	360	1
53	37	34	1	360	1

					
32					
1	33	41	1	360	1
2	36	41	1	900	1
3	38	41	1	900	1
4	40	41	1	900	1
5	43	41	1	900	1
6	32	42	1	900	1
7	37	42	1	900	1
8	39	42	1	900	1
9	33	43	1	900	1
10	36	43	1	900	1
11	38	43	1	900	1
12	40	43	1	900	1
13	35	43	1	900	1
14	37	43	1	900	1
15	39	43	1	900	1
16	42	43	1	900	1
17	37	44	1	900	1
18	33	44	1	900	1
19	36	44	1	900	1
20	38	44	1	900	1
21	40	44	1	900	1
22	43	44	1	900	1
23	35	45	1	900	1
24	37	45	1	900	1
25	39	45	1	900	1
26	42	45	1	900	1
27	33	45	1	900	1
28	36	45	1	900	1
29	38	45	1	900	1
30	40	45	1	900	1
31	43	45	1	900	1
32	32	46	1	900	1


				
32					
1	45	41	1	900	1
2	46	41	1	900	1
3	47	41	1	900	1
4	48	41	1	900	1
5	49	41	1	900	1
6	46	42	1	900	1
7	47	42	1	900	1
8	48	42	1	900	1
9	49	42	1	900	1
10	45	43	1	900	1
11	46	43	1	900	1
12	47	43	1	900	1
13	48	43	1	900	1
14	49	43	1	900	1
15	46	43	1	900	1
16	47	43	1	900	1
17	48	43	1	900	1
18	49	43	1	900	1
19	45	44	1	900	1
20	46	44	1	900	1
21	47	44	1	900	1
22	48	44	1	900	1
23	49	44	1	900	1
24	46	45	1	900	1
25	47	45	1	900	1
26	48	45	1	900	1
27	49	45	1	900	1
28	45	45	1	900	1
29	46	45	1	900	1
30	47	45	1	900	1
31	48	45	1	900	1
32	49	45	1	900	1


				
32					
1	16	49	1	400	2
2	17	49	1	400	2
3	18	49	1	400	2
4	19	49	1	400	2
5	20	49	1	400	2
6	21	49	1	400	2
7	17	49	1	400	2
8	18	49	1	400	2
9	19	49	1	400	2
10	20	49	1	400	2
11	21	49	1	400	2
